ID_Estudiante,Facultad,Carrera,Edad,Genero,Ciclo_Actual,Promedio_Ponderado,Creditos_Aprobados,Cursos_Desaprobados,Asistencia_Porcentaje,Ranking_Facultad,Modalidad_Ingreso,Ingreso_Familiar_Mensual,Distrito_Residencia,Tiempo_Transporte_Minutos,Tiene_Internet,Tiene_Computadora,Trabaja,Vive_Con_Padres,Nivel_Estres,Satisfaccion_Carrera,Participacion_Actividades,Horas_Estudio_Diarias,Uso_Biblioteca,Uso_Tutorias,Actividades_Extracurriculares,Probabilidad_Desercion
UNI000148,FIEECS,Estadística,26,M,6,10.29,73,1,76.18,72,Dos Primeros,2742.73,San Juan de Lurigancho,42.0,1,1,0,1,1,2,5,5.9,1,0,0,0.35
UNI000149,FIQT,Ingeniería Textil,20,M,6,11.45,65,0,55.07,98,Ordinario,4057.76,Ate,48.0,1,1,0,1,1,2,0,4.1,0,1,2,0.3
UNI000150,FIEECS,Ciencias Sociales,19,M,10,14.05,23,3,74.86,87,Ordinario,1527.24,San Juan de Lurigancho,36.0,0,1,0,1,3,2,5,3.8,1,1,0,0.3
UNI000151,FIM,Ingeniería Mecánica,28,F,7,11.61,165,6,83.29,74,Ordinario,2416.36,Santa Anita,72.0,1,1,0,1,3,2,1,5.0,1,1,3,0.25
UNI000152,FIAU,Ingeniería de Recursos Naturales,22,M,3,13.01,27,3,56.67,25,Ordinario,2605.51,San Miguel,84.0,1,1,0,0,4,4,4,1.9,0,0,3,0.3
UNI000153,FC,Matemática,19,M,6,12.77,155,3,71.28,33,Ordinario,1685.98,La Victoria,84.0,0,0,0,0,1,1,3,5.4,1,1,3,0.2
UNI000154,FIP,Ingeniería Petroquímica,18,F,3,13.5,116,3,91.07,68,Ordinario,3204.76,Santa Anita,35.0,1,0,1,0,2,1,5,5.9,1,0,3,0.3
UNI000155,FIEECS,Ingeniería Económica,24,F,7,10.43,113,4,70.88,7,Ordinario,2658.02,Breña,70.0,1,1,0,1,4,1,3,5.1,1,0,0,0.5
UNI000156,FIIS,Ingeniería Industrial,26,M,7,14.62,193,2,83.43,97,Ordinario,4111.82,Breña,89.0,1,0,0,1,1,5,5,1.9,1,1,2,0.2
UNI000157,FIEE,Ingeniería Electrónica,23,M,8,9.69,60,1,68.47,66,Ordinario,2724.88,Callao,70.0,1,1,0,1,4,2,0,4.8,0,1,2,0.35
UNI000158,FIM,Ingeniería Mecatrónica,16,M,2,11.6,173,5,89.09,46,Ordinario,3458.94,Rímac,70.0,1,1,0,1,5,3,0,5.6,1,0,2,0.25
UNI000159,FAU,Urbanismo,22,F,9,12.46,68,3,81.74,96,Ordinario,3114.99,Cercado de Lima,51.0,1,1,0,1,5,1,2,5.5,1,0,1,0.3
UNI000160,FIP,Ingeniería Petroquímica,24,F,5,14.02,113,3,75.82,5,Ordinario,930.0,Independencia,64.0,1,1,1,0,4,5,0,2.6,0,1,2,0.3
UNI000161,FC,Matemática,23,M,9,15.26,74,0,58.56,17,Ordinario,1564.85,Breña,85.0,1,1,1,0,1,4,3,5.0,1,1,1,0.3
UNI000162,FIP,Ingeniería Petroquímica,23,M,10,14.04,201,0,76.06,76,IEN,3383.54,Los Olivos,67.0,1,0,0,1,5,2,2,5.8,1,0,2,0.2
UNI000163,FIEECS,Ciencias Sociales,28,F,5,15.33,170,2,91.65,52,Ordinario,3337.96,San Martín de Porres,35.0,1,1,0,1,5,5,2,4.0,1,0,3,0.1
UNI000164,FIQT,Ingeniería Textil,21,M,7,10.84,58,2,100.0,12,Ordinario,2931.33,San Martín de Porres,51.0,1,0,0,1,4,3,0,2.5,0,0,2,0.0
UNI000165,FIEE,Ingeniería de Telecomunicaciones,26,M,9,14.88,129,2,82.81,62,Ordinario,4330.13,Ate,84.0,1,1,0,0,5,3,2,4.8,1,0,1,0.2
UNI000166,FIEE,Ingeniería Electrónica,19,M,4,14.54,14,0,84.0,35,Ordinario,3509.97,La Victoria,66.0,1,1,0,0,2,4,4,5.1,0,0,3,0.1
UNI000167,FAU,Arquitectura,23,M,2,7.71,104,0,78.23,62,Ordinario,4570.3,Callao,62.0,1,1,1,0,5,1,0,3.9,1,0,1,0.55
UNI000168,FIQT,Ingeniería Química,18,M,9,12.06,164,2,97.29,21,Ordinario,930.0,Rímac,49.0,1,0,0,1,4,1,4,2.8,1,1,0,0.3
UNI000169,FIAU,Ingeniería Ambiental,28,F,2,13.7,198,0,82.59,85,Dos Primeros,4734.15,Callao,84.0,1,1,1,1,5,5,0,5.0,1,1,0,0.4
UNI000170,FIC,Ingeniería Civil,24,F,3,11.47,147,0,93.94,66,Ordinario,2392.85,San Miguel,93.0,1,1,0,1,5,5,5,3.2,1,0,0,0.3
UNI000171,FIM,Ingeniería Mecánica,28,M,10,10.33,97,5,87.48,53,Ordinario,3024.86,Los Olivos,85.0,1,1,0,1,3,1,4,4.4,0,0,3,0.4
UNI000172,FIEE,Ingeniería Electrónica,17,M,2,16.73,34,1,86.23,21,Ordinario,4186.77,Ate,89.0,1,1,1,1,4,1,0,5.6,0,0,3,0.2
UNI000173,FIIS,Ingeniería Industrial,17,M,3,12.72,161,2,74.8,15,Ordinario,930.0,Rímac,53.0,1,1,0,0,4,5,3,2.3,0,0,1,0.2
UNI000174,FIEE,Ingeniería Electrónica,27,M,6,12.78,213,1,100.0,75,Ordinario,2746.67,Cercado de Lima,50.0,1,1,0,1,3,2,5,4.9,0,0,3,0.1
UNI000175,FIP,Ingeniería de Petróleo,28,M,3,9.88,30,0,99.66,74,Dos Primeros,4008.82,San Miguel,57.0,1,1,0,0,3,3,5,3.8,1,0,2,0.25
UNI000176,FIEE,Ingeniería Electrónica,27,F,10,11.28,126,0,100.0,82,Dos Primeros,2382.95,Callao,61.0,1,0,0,1,2,3,5,3.8,1,1,1,0.1
UNI000177,FIEE,Ingeniería Electrónica,22,M,8,10.7,214,0,74.01,23,Dos Primeros,3913.74,San Martín de Porres,89.0,0,0,0,0,5,4,0,4.5,0,1,2,0.2
UNI000178,FIC,Ingeniería Civil,27,M,6,14.66,18,0,87.64,31,Ordinario,3676.38,Breña,83.0,0,1,0,0,1,3,3,3.2,1,1,3,0.1
UNI000179,FIC,Ingeniería Civil,25,M,7,13.51,195,2,77.07,54,Dos Primeros,3169.17,Cercado de Lima,71.0,1,1,0,1,1,5,1,2.8,1,0,2,0.0
UNI000180,FC,Matemática,19,F,1,11.36,23,4,89.44,55,Ordinario,3598.9,Ate,31.0,1,1,1,1,3,2,5,2.2,0,1,3,0.35
UNI000181,FIAU,Ingeniería de Recursos Naturales,25,F,3,13.62,83,0,87.92,26,Dos Primeros,4294.63,Breña,26.0,0,0,0,1,4,5,1,5.2,0,0,3,0.0
UNI000182,FIIS,Ingeniería de Sistemas,23,F,3,11.99,166,1,80.86,53,IEN,3602.5,Callao,65.0,1,1,0,1,4,1,0,3.6,1,0,2,0.1
UNI000183,FIEE,Ingeniería Eléctrica,24,F,2,12.97,91,3,82.71,66,Ordinario,3929.13,La Victoria,78.0,1,1,0,0,2,1,5,4.6,0,0,0,0.3
UNI000184,FIEE,Ingeniería Electrónica,22,M,7,12.96,181,1,100.0,39,Ordinario,2118.71,Jesús María,58.0,1,1,0,0,1,3,3,3.5,1,1,3,0.1
UNI000185,FIM,Ingeniería Mecánica,20,M,9,13.34,166,2,83.65,7,Ordinario,3581.99,Santa Anita,98.0,1,1,0,1,4,2,3,2.8,1,0,1,0.2
UNI000186,FIC,Ingeniería Civil,23,M,4,13.1,144,1,62.97,88,Dos Primeros,3489.36,Callao,38.0,1,1,0,0,2,4,5,4.7,1,0,1,0.3
UNI000187,FIIS,Ingeniería Industrial,19,M,5,13.34,146,4,79.64,39,Ordinario,4123.89,La Victoria,36.0,1,1,0,1,2,5,2,4.3,0,0,0,0.25
UNI000188,FAU,Urbanismo,17,M,3,15.01,117,3,74.05,32,IEN,1842.0,San Miguel,47.0,1,1,0,1,3,4,2,3.8,1,0,2,0.0
UNI000189,FC,Física,26,M,9,13.78,175,1,75.8,26,Ordinario,4073.61,Cercado de Lima,46.0,1,1,1,1,1,4,5,4.3,1,0,0,0.2
UNI000190,FIAU,Ingeniería de Recursos Naturales,27,M,4,11.83,162,2,92.09,87,Ordinario,2120.84,Independencia,71.0,1,1,1,0,2,4,4,3.0,0,0,2,0.3
UNI000191,FIQT,Ingeniería Química,21,M,5,12.3,159,1,93.91,78,Ordinario,5340.64,Callao,52.0,1,1,0,1,2,4,2,5.1,0,1,0,0.1
UNI000192,FIAU,Ingeniería de Recursos Naturales,24,M,1,14.96,174,4,76.57,29,Dos Primeros,2111.53,La Victoria,29.0,0,1,0,1,2,5,0,5.3,1,1,3,0.15
UNI000193,FIP,Ingeniería de Petróleo,16,F,2,12.72,46,0,79.49,25,Ordinario,1833.23,Jesús María,78.0,1,1,0,1,1,1,2,4.8,1,1,1,0.1
UNI000194,FIEE,Ingeniería Electrónica,26,M,9,11.75,191,5,78.02,56,Ordinario,2709.49,San Juan de Lurigancho,25.0,1,1,0,0,3,5,2,3.6,1,0,0,0.35
UNI000195,FC,Matemática,25,M,2,11.24,173,2,100.0,31,Ordinario,4048.36,Cercado de Lima,39.0,1,1,0,1,5,1,0,4.1,1,0,1,0.2
UNI000196,FIP,Ingeniería Petroquímica,27,M,5,13.05,102,3,94.21,66,Ordinario,3355.05,Ate,28.0,1,1,1,1,4,1,0,5.6,1,0,2,0.2
UNI000197,FIIS,Ingeniería Industrial,22,M,8,10.79,120,3,91.77,2,Ordinario,4679.5,Callao,64.0,0,1,0,1,1,5,4,5.3,0,1,0,0.1
UNI000198,FIQT,Ingeniería Textil,25,M,3,15.07,162,1,74.68,87,Ordinario,2699.5,La Victoria,64.0,1,1,1,1,1,5,3,6.0,1,0,0,0.3
UNI000199,FIC,Ingeniería Civil,24,M,6,10.42,93,2,67.91,47,Dos Primeros,2510.03,Santa Anita,98.0,1,1,0,1,1,5,2,3.2,0,0,0,0.45
UNI000200,FC,Química,25,M,4,15.46,144,0,97.3,75,IEN,2265.54,Ate,78.0,0,1,0,0,5,1,5,3.1,0,0,0,0.4
UNI000201,FC,Química,24,M,7,11.93,41,1,100.0,29,Ordinario,2473.69,Santa Anita,89.0,0,1,0,0,4,5,5,4.1,1,0,1,0.1
UNI000202,FIEE,Ingeniería Eléctrica,25,M,10,10.35,110,0,67.43,99,Dos Primeros,1602.79,Independencia,66.0,1,1,1,0,4,2,1,4.4,1,0,3,0.65
UNI000203,FIEECS,Estadística,26,M,3,12.88,28,4,100.0,49,IEN,2351.18,Breña,40.0,0,0,0,0,2,3,3,3.9,1,1,1,0.25
UNI000204,FC,Física,28,M,6,10.59,197,4,83.94,73,Ordinario,1789.52,San Juan de Lurigancho,63.0,1,1,0,1,2,3,0,3.6,0,0,3,0.15
UNI000205,FIM,Ingeniería Mecánica,18,M,10,12.57,123,3,86.68,32,Ordinario,3718.97,Independencia,72.0,1,1,0,1,3,2,5,5.3,0,0,0,0.2
UNI000206,FIQT,Ingeniería Química,26,M,9,11.34,16,1,71.82,30,Ordinario,4480.19,San Juan de Lurigancho,74.0,1,1,1,1,1,3,2,3.9,1,0,3,0.1
UNI000207,FIQT,Ingeniería Textil,28,M,10,14.39,208,4,67.25,15,Ordinario,3221.64,Rímac,51.0,1,1,1,1,3,1,4,2.8,0,0,1,0.45
UNI000208,FIM,Ingeniería Mecatrónica,20,M,1,12.77,13,1,62.36,62,Ordinario,2326.1,San Martín de Porres,70.0,0,0,0,1,1,5,1,2.9,0,0,0,0.2
UNI000209,FAU,Arquitectura,23,M,3,10.12,151,5,95.31,78,Dos Primeros,3744.28,Santa Anita,41.0,1,0,0,1,4,5,3,4.2,1,1,1,0.3
UNI000210,FIM,Ingeniería Mecatrónica,23,M,2,11.31,184,0,84.17,17,Traslado Externo,2960.74,Rímac,39.0,1,1,1,1,3,5,2,7.0,0,0,1,0.1
UNI000211,FIM,Ingeniería Mecatrónica,19,M,8,13.91,49,3,89.61,22,Ordinario,4014.85,Cercado de Lima,38.0,1,1,1,1,4,2,0,3.0,1,0,1,0.2
UNI000212,FIQT,Ingeniería Química,27,F,7,15.07,56,0,96.33,30,Ordinario,2054.57,Jesús María,60.0,1,0,0,1,2,2,3,3.7,1,0,3,0.1
UNI000213,FIAU,Ingeniería Ambiental,26,F,2,12.41,188,4,84.04,81,Ordinario,2124.0,Callao,36.0,1,1,1,1,4,1,1,6.4,1,0,0,0.55
UNI000214,FIQT,Ingeniería Textil,26,F,6,10.41,103,1,100.0,16,Dos Primeros,3726.16,Breña,52.0,1,1,0,1,5,2,0,3.5,1,1,0,0.45
UNI000215,FIEECS,Ingeniería Económica,16,M,3,14.61,38,2,76.75,52,Ordinario,2979.73,San Juan de Lurigancho,78.0,1,1,0,1,3,5,1,4.5,0,1,1,0.0
UNI000216,FIEE,Ingeniería Eléctrica,16,M,8,13.9,182,2,80.82,8,Ordinario,3926.88,Independencia,39.0,1,1,0,1,1,1,2,5.9,1,1,2,0.1
UNI000217,FIP,Ingeniería de Petróleo,19,M,10,15.11,95,2,75.97,64,Ordinario,2141.48,Rímac,50.0,1,1,0,1,4,1,3,3.0,0,0,1,0.1
UNI000218,FIAU,Ingeniería de Recursos Naturales,21,M,3,13.08,35,1,93.36,39,Ordinario,3433.65,Independencia,61.0,1,0,1,0,3,5,4,3.7,0,0,3,0.2
UNI000219,FIC,Ingeniería Civil,23,M,10,11.46,113,2,96.14,31,Ordinario,3546.49,San Juan de Lurigancho,65.0,1,1,0,1,1,4,2,3.5,1,1,3,0.0
UNI000220,FIP,Ingeniería Petroquímica,21,M,9,13.53,36,3,80.47,12,Dos Primeros,1462.88,Independencia,50.0,1,1,0,1,3,5,5,2.5,0,0,0,0.2
UNI000221,FIEE,Ingeniería Electrónica,27,F,1,13.15,13,1,71.07,33,Ordinario,2996.58,San Miguel,76.0,1,1,1,0,3,1,2,5.6,0,1,2,0.3
UNI000222,FIEECS,Ingeniería Económica,24,M,5,11.35,154,2,97.31,58,IEN,983.81,Jesús María,72.0,1,1,1,1,5,4,4,3.4,0,1,3,0.3
UNI000223,FIEECS,Ciencias Sociales,24,F,3,12.9,122,4,76.19,12,Ordinario,4469.85,San Miguel,83.0,1,1,0,1,4,5,4,3.1,0,0,0,0.25
UNI000224,FIC,Ingeniería Civil,29,M,6,12.11,82,2,80.97,25,Ordinario,1682.4,Santa Anita,58.0,1,1,0,1,5,5,5,3.6,1,0,2,0.1
UNI000225,FIAU,Ingeniería de Recursos Naturales,17,M,10,13.99,158,1,74.27,38,Ordinario,2811.11,Independencia,50.0,1,1,1,1,2,4,5,4.9,1,0,2,0.1
UNI000226,FAU,Arquitectura,25,M,2,13.48,72,0,87.87,48,Traslado Externo,2995.1,Jesús María,46.0,1,0,1,1,3,4,0,4.1,1,0,0,0.2
UNI000227,FIM,Ingeniería Mecánica,16,M,9,10.4,101,2,77.3,82,Dos Primeros,2037.86,Cercado de Lima,66.0,1,1,1,1,4,3,1,3.2,1,0,3,0.35
UNI000228,FIAU,Ingeniería de Recursos Naturales,17,F,6,10.2,80,2,92.01,83,Ordinario,4849.2,Breña,52.0,1,1,0,0,2,4,2,4.4,0,0,1,0.35
UNI000229,FAU,Urbanismo,20,M,7,12.32,82,2,79.4,55,Dos Primeros,2308.31,San Miguel,49.0,0,1,0,1,2,2,0,4.8,0,0,3,0.1
UNI000230,FIEECS,Ciencias Sociales,19,M,5,12.57,43,2,90.38,3,Ordinario,2730.21,Breña,51.0,1,1,1,1,5,4,5,4.0,0,0,3,0.2
UNI000231,FIQT,Ingeniería Química,19,F,9,14.02,67,0,75.75,99,Ordinario,2310.5,Jesús María,46.0,1,1,1,0,2,1,0,3.8,1,0,3,0.4
UNI000232,FIEE,Ingeniería de Telecomunicaciones,24,M,1,13.53,47,3,97.26,69,Ordinario,2302.01,Cercado de Lima,64.0,0,0,0,1,1,4,2,5.0,1,1,0,0.1
UNI000233,FIC,Ingeniería Civil,26,F,5,15.42,56,1,80.0,35,Dos Primeros,2891.02,Ate,32.0,1,1,0,1,1,5,1,3.8,1,1,0,0.1
UNI000234,FIEE,Ingeniería de Telecomunicaciones,23,M,10,11.57,74,3,85.9,51,Ordinario,3703.06,Los Olivos,66.0,1,1,1,1,1,2,4,5.6,1,0,1,0.2
UNI000235,FIIS,Ingeniería Industrial,21,M,6,11.45,21,5,73.12,27,Ordinario,3160.13,San Juan de Lurigancho,74.0,0,1,0,0,2,4,2,3.2,0,1,3,0.25
UNI000236,FIIS,Ingeniería Industrial,16,M,7,10.58,131,4,84.84,37,Ordinario,2241.47,San Juan de Lurigancho,48.0,1,0,0,1,3,2,1,3.2,0,0,3,0.25
UNI000237,FIAU,Ingeniería de Recursos Naturales,17,M,4,14.0,208,2,73.49,85,Ordinario,2993.71,Cercado de Lima,98.0,1,1,0,0,4,3,4,3.1,1,0,1,0.3
UNI000238,FIEECS,Estadística,21,M,1,12.54,199,2,84.56,16,Ordinario,1632.99,San Martín de Porres,60.0,1,1,0,0,1,2,3,3.8,1,1,2,0.2
UNI000239,FIEECS,Ingeniería Económica,26,M,8,8.79,45,5,75.38,92,Ordinario,4183.26,Cercado de Lima,29.0,1,1,0,1,1,5,2,4.0,0,0,2,0.4
UNI000240,FIM,Ingeniería Mecatrónica,17,F,10,12.9,186,0,83.45,25,Ordinario,2494.04,San Juan de Lurigancho,54.0,1,1,0,1,1,3,5,2.7,1,0,1,0.0
UNI000241,FIM,Ingeniería Mecatrónica,28,F,4,13.03,161,2,89.66,33,IEN,2547.54,Los Olivos,61.0,1,0,0,1,5,4,2,4.1,1,0,3,0.1
UNI000242,FIM,Ingeniería Mecánica,25,M,3,12.21,10,4,71.28,62,Ordinario,1053.85,San Miguel,69.0,1,1,1,1,5,2,5,4.6,1,1,0,0.65
UNI000243,FIQT,Ingeniería Textil,20,M,7,13.09,30,6,84.56,17,Ordinario,2493.3,Cercado de Lima,55.0,1,1,1,1,1,3,1,2.5,1,0,3,0.25
UNI000244,FIP,Ingeniería de Petróleo,29,M,2,10.06,138,0,89.08,43,Ordinario,4682.32,Independencia,40.0,1,0,1,1,1,4,0,3.5,1,1,1,0.25
UNI000245,FC,Química,20,M,8,15.78,119,2,89.04,30,Ordinario,3611.52,San Martín de Porres,38.0,0,1,1,0,5,4,0,4.6,0,0,1,0.3
UNI000246,FIP,Ingeniería Petroquímica,21,M,6,13.26,55,1,100.0,41,Dos Primeros,4109.0,San Juan de Lurigancho,47.0,1,1,0,1,4,2,1,2.9,0,1,1,0.1
UNI000247,FIEE,Ingeniería de Telecomunicaciones,21,M,7,8.95,37,1,77.55,4,Ordinario,3116.61,Cercado de Lima,49.0,0,1,0,1,3,2,2,3.7,0,0,0,0.35
UNI000248,FIP,Ingeniería de Petróleo,29,M,5,12.49,20,3,84.97,66,Dos Primeros,930.0,Callao,37.0,1,1,0,1,4,3,2,5.1,0,0,3,0.1
UNI000249,FIQT,Ingeniería Química,21,M,9,13.31,109,3,100.0,60,Dos Primeros,3069.6,Jesús María,45.0,1,1,0,1,3,2,5,5.8,1,0,0,0.2
UNI000250,FIEE,Ingeniería de Telecomunicaciones,29,F,5,10.27,93,4,71.27,9,Dos Primeros,3201.21,Cercado de Lima,73.0,1,1,0,1,2,4,2,4.4,0,0,2,0.3
UNI000251,FIP,Ingeniería de Petróleo,17,M,5,13.57,137,2,62.02,31,Ordinario,3895.64,Jesús María,93.0,1,1,0,0,2,5,3,3.8,1,0,3,0.3
UNI000252,FIQT,Ingeniería Química,29,M,3,15.86,153,4,90.36,89,Ordinario,2963.26,Independencia,75.0,1,1,1,1,4,3,5,3.5,1,0,1,0.35
UNI000253,FC,Física,25,M,1,11.21,218,4,95.43,100,Ordinario,2228.21,Ate,86.0,0,0,0,1,5,5,0,4.9,1,0,3,0.35
UNI000254,FIP,Ingeniería de Petróleo,29,M,2,13.36,135,4,63.9,69,Dos Primeros,2900.8,Callao,79.0,1,0,0,1,1,5,3,5.1,1,1,1,0.25
UNI000255,FIQT,Ingeniería Textil,28,M,8,12.92,7,3,81.8,24,Ordinario,2657.74,San Miguel,77.0,1,0,0,1,2,4,2,2.8,1,1,0,0.1
UNI000256,FIM,Ingeniería Mecatrónica,29,M,1,14.44,187,3,74.82,24,Ordinario,3523.64,Los Olivos,53.0,1,1,0,1,5,5,0,4.9,1,1,3,0.1
UNI000257,FIEECS,Estadística,18,F,7,12.28,71,3,88.1,93,Ordinario,2903.03,San Miguel,63.0,1,1,1,1,5,1,5,3.4,1,1,1,0.4
UNI000258,FIM,Ingeniería Mecánica,29,M,5,10.37,118,1,84.66,45,Ordinario,2009.86,Breña,52.0,1,1,0,1,3,3,2,3.1,0,0,0,0.25
UNI000259,FIEECS,Ciencias Sociales,21,M,3,14.31,33,1,98.09,95,Dos Primeros,3566.9,Independencia,56.0,1,1,0,1,2,4,5,3.8,0,0,3,0.1
UNI000260,FIC,Ingeniería Civil,28,F,7,10.49,143,3,71.55,37,Ordinario,2261.14,San Juan de Lurigancho,61.0,1,1,1,1,4,2,2,5.0,1,1,3,0.35
UNI000261,FIC,Ingeniería Civil,23,F,9,16.12,104,6,88.86,58,Ordinario,2684.0,Independencia,74.0,0,1,0,1,5,4,1,4.3,0,1,2,0.25
UNI000262,FIC,Ingeniería Civil,27,M,2,13.62,140,0,91.22,83,Ordinario,2536.08,Callao,68.0,1,1,0,1,4,2,0,4.3,1,0,3,0.2
UNI000263,FC,Física,28,M,8,11.3,86,2,85.5,23,Ordinario,3237.22,Santa Anita,57.0,1,1,0,0,4,4,2,4.4,1,0,2,0.1
UNI000264,FIM,Ingeniería Mecatrónica,26,M,9,14.72,203,2,64.93,35,Dos Primeros,1628.72,Rímac,61.0,0,1,1,0,2,1,4,4.5,1,0,3,0.4
UNI000265,FIEECS,Ciencias Sociales,27,M,3,12.48,218,0,89.16,63,Dos Primeros,3032.11,Ate,69.0,1,1,0,1,4,3,4,3.9,1,0,2,0.0
UNI000266,FIQT,Ingeniería Textil,16,M,2,12.06,149,7,77.69,6,Ordinario,4080.44,Rímac,73.0,1,1,1,1,4,5,5,4.6,0,0,0,0.35
UNI000267,FIEE,Ingeniería Eléctrica,16,M,7,11.14,154,3,67.57,6,Ordinario,3095.77,Breña,30.0,1,0,1,1,1,4,2,3.3,0,1,3,0.2
UNI000268,FIQT,Ingeniería Química,26,M,5,8.74,63,4,88.69,30,Ordinario,2332.57,Jesús María,38.0,1,0,0,0,4,3,1,4.7,1,0,0,0.5
UNI000269,FIEE,Ingeniería de Telecomunicaciones,28,M,5,13.71,1,6,92.67,1,Traslado Externo,2634.35,Callao,82.0,1,1,0,1,1,3,5,4.9,1,0,3,0.15
UNI000270,FIIS,Ingeniería de Sistemas,17,M,10,9.24,108,2,78.85,63,IEN,3295.75,Callao,59.0,1,1,1,1,2,3,2,4.7,1,0,3,0.25
UNI000271,FIQT,Ingeniería Textil,26,M,5,10.91,25,1,93.34,8,Dos Primeros,3560.3,San Juan de Lurigancho,52.0,1,0,0,0,4,3,4,4.8,1,1,3,0.1
UNI000272,FIP,Ingeniería de Petróleo,27,M,4,13.37,219,2,93.44,28,Ordinario,4503.94,Callao,55.0,1,1,1,1,5,3,0,4.5,1,0,3,0.2
UNI000273,FIP,Ingeniería Petroquímica,27,M,5,11.5,82,0,84.83,89,Dos Primeros,1374.26,Los Olivos,55.0,1,1,0,1,4,5,1,5.2,1,0,3,0.2
UNI000274,FIAU,Ingeniería de Recursos Naturales,21,M,4,12.81,106,1,90.96,33,Dos Primeros,3263.44,Jesús María,71.0,1,1,0,1,1,5,2,1.7,0,0,3,0.1
UNI000275,FIM,Ingeniería Mecatrónica,24,M,6,10.07,68,1,94.76,53,Ordinario,3185.39,Callao,38.0,1,0,0,1,5,4,4,4.9,1,0,1,0.25
UNI000276,FIEE,Ingeniería Electrónica,19,M,4,11.8,96,5,90.25,38,Ordinario,2933.24,San Miguel,60.0,1,1,0,1,2,2,0,6.0,1,0,3,0.25
UNI000277,FIEE,Ingeniería de Telecomunicaciones,18,M,2,12.83,211,2,62.13,52,IEN,3355.44,Breña,65.0,1,1,0,1,3,4,4,3.4,0,1,2,0.1
UNI000278,FIM,Ingeniería Mecatrónica,27,M,9,10.6,29,2,59.8,78,Ordinario,2770.46,Jesús María,68.0,1,1,1,1,3,3,5,3.3,1,0,3,0.2
UNI000279,FC,Química,23,M,2,15.87,7,4,95.66,11,Ordinario,2001.19,San Martín de Porres,64.0,1,1,0,1,1,2,1,5.3,1,0,0,0.35
UNI000280,FIAU,Ingeniería Ambiental,26,F,9,11.23,37,1,78.12,2,Ordinario,3213.53,Callao,70.0,1,0,1,1,2,4,5,3.1,0,0,2,0.1
UNI000281,FC,Química,25,F,10,15.26,188,4,80.04,53,Ordinario,3649.25,Breña,49.0,1,1,0,1,2,2,3,3.3,1,0,2,0.25
UNI000282,FC,Matemática,29,M,6,12.16,80,0,100.0,94,Ordinario,2952.69,Santa Anita,41.0,1,1,0,1,4,5,2,4.2,0,1,2,0.1
UNI000283,FC,Física,24,M,9,9.36,107,5,77.66,94,Ordinario,4059.34,Ate,109.0,0,1,1,1,3,3,5,3.2,1,0,1,0.6
UNI000284,FIM,Ingeniería Mecánica,27,M,9,10.23,64,0,83.62,68,Dos Primeros,2762.6,Rímac,54.0,0,1,1,1,4,2,0,4.9,1,0,3,0.35
UNI000285,FC,Química,26,M,3,12.85,66,0,85.12,77,Dos Primeros,3460.57,Cercado de Lima,56.0,1,0,1,1,2,1,1,3.2,1,1,0,0.3
UNI000286,FIP,Ingeniería de Petróleo,20,M,1,14.57,173,2,82.87,7,Dos Primeros,1418.26,Breña,74.0,1,1,1,1,1,3,1,4.4,0,1,0,0.3
UNI000287,FIC,Ingeniería Civil,24,F,1,16.04,89,2,98.44,67,Ordinario,5242.43,Santa Anita,92.0,1,1,0,1,1,5,3,4.3,0,1,0,0.2
UNI000288,FIIS,Ingeniería de Sistemas,17,M,3,12.76,94,0,81.25,9,Ordinario,2772.42,San Miguel,49.0,1,1,1,1,5,5,3,5.7,1,0,1,0.2
UNI000289,FIEE,Ingeniería Electrónica,18,M,5,10.15,71,2,92.19,78,Ordinario,2511.81,Santa Anita,40.0,1,1,0,1,1,4,2,5.2,0,1,1,0.15
UNI000290,FIEE,Ingeniería Electrónica,22,F,3,13.06,42,5,85.7,63,Ordinario,2734.25,Jesús María,35.0,1,1,0,0,3,1,5,3.5,0,0,1,0.35
UNI000291,FIIS,Ingeniería Industrial,22,F,9,10.85,186,2,94.67,11,Ordinario,2051.22,San Juan de Lurigancho,92.0,1,1,0,1,5,2,2,2.7,0,0,3,0.3
UNI000292,FIM,Ingeniería Mecánica,21,F,9,13.28,45,4,71.28,37,Dos Primeros,1831.48,Jesús María,39.0,1,1,1,1,3,4,5,4.8,1,1,1,0.25
UNI000293,FIQT,Ingeniería Química,21,M,3,10.62,199,1,62.46,14,Ordinario,3041.04,Cercado de Lima,59.0,1,1,0,1,4,5,5,3.3,0,0,0,0.2
UNI000294,FIM,Ingeniería Mecatrónica,17,M,3,8.32,124,2,85.3,19,Ordinario,3114.12,Breña,40.0,1,1,0,1,4,2,1,3.7,1,0,1,0.25
UNI000295,FIEE,Ingeniería Eléctrica,25,M,5,15.13,162,0,76.53,8,Ordinario,3223.88,Los Olivos,31.0,1,0,0,1,1,5,5,2.9,1,1,0,0.1
UNI000296,FIEE,Ingeniería Electrónica,21,M,2,12.05,38,1,99.65,7,Ordinario,2966.06,Cercado de Lima,54.0,1,1,0,1,5,5,2,4.7,1,0,2,0.1
UNI000297,FIIS,Ingeniería Industrial,19,M,6,12.6,219,1,84.17,59,IEN,2916.91,Los Olivos,41.0,1,1,1,1,3,1,2,3.4,1,0,0,0.3
